number_of_poses_sampled,object,run_number,environment,approach,total_grasping_area_movement_time,total_grasping_area_time,total_placing_area_movement_time,total_placing_area_time,total_grasp_calculation_time,placeability_time,simplify_grasp_area_time,collision_checks_grasps_time,reachability_map_grasping_time,reasoning_time,total_placement_locations_time,hand_collision_check_placing_time,reachability_map_placing_time,grasps_scored,best_grasp_placements_scored,motion_plan_time,pickandplace_movement_time,reset_arm_movement_time,total_time,bounding_box_grasp_time
1000,pringles,1,sparse,baseline2,26.8318419456482,32.403892278671265,13.834752321243286,16.175835371017456,53.53784203529358,4.918618202209473,0.003331184387207,0.0160353183746337,0.0007827281951904,0.0027735233306884,0.6975963115692139,0.9599852561950684,0.0973100662231445,83,769,27.77826690673828,47.54273295402527,18.771804809570312,176.5021460056305,0.0037670135498046
1000,pringles,2,sparse,baseline2,26.555704355239868,32.868314266204834,13.816529512405396,16.31022071838379,70.78252673149109,5.169811964035034,0.0033998489379882,0.0241217613220214,0.0007216930389404,0.0078535079956054,0.6858460903167725,2.231029272079468,0.1568036079406738,220,764,64.28726744651794,16.440848350524902,8.880547761917114,175.1766972541809,0.0038187503814697
1000,pringles,3,sparse,baseline2,28.397588968276978,36.17973232269287,13.89427614212036,17.093437433242798,73.5647554397583,5.180216073989868,0.0049524307250976,0.0306098461151123,0.0008955001831054,0.0054576396942138,0.6771152019500732,1.81404447555542,0.1452028751373291,172,809,25.59254813194275,39.583167552948,12.10852551460266,194.9026429653168,0.0055196285247802
1000,mustard,1,sparse,baseline2,26.94796252250672,33.66531586647034,13.788647413253784,16.509562730789185,59.21450233459473,4.657041311264038,0.0029325485229492,0.020883560180664,0.0008411407470703,0.0070736408233642,0.7168850898742676,2.031025648117065,0.1757929325103759,158,1064,29.00791835784912,39.68545484542847,12.698452472686768,181.8992230892181,0.0033745765686035
1000,mustard,2,sparse,baseline2,26.91243147850037,34.34582805633545,13.901733875274658,16.660223245620728,52.691569328308105,4.48720121383667,0.0027947425842285,0.0097219944000244,0.0004689693450927,0.004897117614746,0.6470162868499756,1.1262805461883545,0.1472005844116211,94,1054,19.433554887771606,48.99714612960816,12.42189073562622,174.3305904865265,0.0031819343566894
1000,mustard,3,sparse,baseline2,26.6305730342865,33.430198431015015,13.794339418411257,16.64231276512146,67.3747832775116,4.708207845687866,0.004004955291748,0.0162558555603027,0.0008139610290527,0.002615213394165,0.7046091556549072,0.4826951026916504,0.1049673557281494,38,1020,26.037770986557007,48.446900844573975,0.426875352859497,181.75532269477844,0.0045912265777587
1000,milk,1,sparse,baseline2,28.32281732559204,35.193984270095825,13.88825511932373,16.84012246131897,31.55119705200196,5.351654767990112,0.0038321018218994,0.0189511775970459,0.0007531642913818,0.0054504871368408,0.676321268081665,1.2185251712799072,0.1108434200286865,162,643,31.931761264801025,15.13789677619934,9.360695600509644,116.21898484230042,0.0042307376861572
1000,milk,2,sparse,baseline2,28.286027669906616,35.00936937332153,13.883031606674194,16.324395895004272,27.90225076675415,5.096870183944702,0.0042650699615478,0.0232837200164794,0.000802993774414,0.0047314167022705,0.6765193939208984,1.913400411605835,0.1516172885894775,225,673,31.0072283744812,41.19065284729004,12.39363169670105,155.38936114311218,0.0047986507415771
1000,milk,3,sparse,baseline2,26.674846172332764,34.7742645740509,13.81309199333191,16.09727430343628,34.667017698287964,5.142924308776856,0.0037543773651123,0.019526720046997,0.0007870197296142,0.0068550109863281,0.6887953281402588,1.3139724731445312,0.1115739345550537,163,623,24.36630725860596,48.897780895233154,23.12018346786499,173.1296784877777,0.0041813850402832
1000,drill,1,sparse,baseline3,28.01081681251526,35.08090543746948,13.814035177230837,16.465327739715576,71.07959866523743,4.7348504066467285,0.0025770664215087,0.0136566162109375,0.0006170272827148,0.0073115825653076,0.661226749420166,1.1524267196655271,0.1178445816040039,173,668,94.14358687400818,14.339425802230837,7.883794784545898,178.38636755943298,0.002969741821289
1000,drill,2,sparse,baseline3,27.1800639629364,34.77466464042664,13.793076276779177,16.261478185653687,71.62812805175781,4.337512493133545,0.0026435852050781,0.0133483409881591,0.0006210803985595,0.0041749477386474,0.6470706462860107,0.8786640167236328,0.106572151184082,116,705,21.730401515960693,51.50110411643982,11.834217071533203,197.47545647621155,0.0030975341796875
1000,drill,3,sparse,baseline3,28.19313406944275,36.683321952819824,13.819125413894652,16.216865301132202,65.32950520515442,4.749972581863403,0.0025770664215087,0.0142302513122558,0.0006599426269531,0.0071356296539306,0.7147362232208252,1.1666157245635986,0.1325831413269043,136,827,21.27031636238098,39.88378381729126,5.33258056640625,175.30414247512817,0.0029385089874267
1000,muesli,1,sparse,baseline3,28.349751472473145,36.23291826248169,14.037688970565796,16.619516134262085,35.81752061843872,5.452963590621948,0.0054481029510498,0.0351455211639404,0.0007202625274658,0.0042436122894287,0.8772809505462646,0.8645799160003662,0.0947210788726806,161,558,21.164690732955933,52.85066819190979,20.459149837493896,173.87467527389526,0.0060439109802246
1000,muesli,2,sparse,baseline3,26.58048820495605,33.725613594055176,13.890723943710327,16.82648754119873,40.49631881713867,5.62700080871582,0.004068374633789,0.0176906585693359,0.0007076263427734,0.0063707828521728,0.689769983291626,1.0765035152435305,0.1000866889953613,166,542,28.655393600463867,42.83811616897583,18.694605350494385,171.94835305213928,0.0045628547668457
1000,muesli,3,sparse,baseline3,28.450589895248413,35.210638999938965,13.86546230316162,16.495906352996826,36.3172128200531,5.173061370849609,0.0045537948608398,0.0232739448547363,0.0006606578826904,0.005479097366333,0.6920113563537598,1.4316225051879885,0.1136162281036377,199,591,25.65299677848816,40.92104411125183,17.68645453453064,154.67729377746582,0.0049145221710205
1000,pringles,1,sparse,baseline3,26.88325881958008,33.42028188705444,13.86190104484558,16.653273820877075,57.12834978103638,5.321727514266968,0.0037446022033691,0.0155630111694335,0.0006716251373291,0.0056805610656738,0.7195749282836914,1.760028600692749,0.159621000289917,153,928,22.77046513557434,50.74940490722656,0.4179637432098388,172.49513483047485,0.0042476654052734
1000,pringles,2,sparse,baseline3,26.93698143959045,35.02385354042053,13.810672998428345,16.502629041671753,71.6574227809906,5.169879198074341,0.0034182071685791,0.0230689048767089,0.000680923461914,0.0061275959014892,0.6704769134521484,1.3075554370880127,0.1256787776947021,115,855,21.10346746444702,41.18435907363892,0.4684693813323974,176.75971293449402,0.0039389133453369
1000,pringles,3,sparse,baseline3,28.61530995368957,36.45464563369751,13.912591457366943,16.365612506866455,57.05728769302368,5.082269906997681,0.0052268505096435,0.02443528175354,0.000772476196289,0.0161821842193603,0.681640625,1.16422438621521,0.1219258308410644,99,914,26.262667417526245,43.17961311340332,17.151320219039917,187.2200632095337,0.0057544708251953
1000,mustard,1,sparse,baseline3,28.70130181312561,34.8589391708374,13.90947437286377,16.538833141326904,52.36072063446045,4.555690765380859,0.0028607845306396,0.0160920619964599,0.0007305145263671,0.0101106166839599,0.7484278678894043,1.890782356262207,0.1824405193328857,149,1184,22.538021564483643,39.88397169113159,9.375683069229126,166.4412043094635,0.0033018589019775
1000,mustard,2,sparse,baseline3,26.37056851387024,33.99681520462036,13.844330072402954,16.429219722747803,53.02473044395447,4.737064838409424,0.0042476654052734,0.0231258869171142,0.000716209411621,0.0114884376525878,0.7050199508666992,2.08756947517395,0.2133779525756836,152,1285,21.49281096458435,80.22785758972168,26.18811535835266,222.729749917984,0.0046775341033935
1000,mustard,3,sparse,baseline3,26.92220711708069,34.03445029258728,13.960793733596802,16.615312099456787,63.37793064117432,4.63974142074585,0.0032238960266113,0.0197978019714355,0.0007054805755615,0.0042231082916259,0.7020490169525146,0.4606046676635742,0.1113297939300537,34,1147,22.941991090774536,42.14279580116272,15.675845861434937,184.13023376464844,0.0038185119628906
1000,milk,1,sparse,baseline3,27.24739980697632,34.185256004333496,13.864572525024414,16.535807609558105,36.57452988624573,5.146594524383545,0.0042774677276611,0.0255494117736816,0.0009458065032958,0.0099298954010009,0.7197110652923584,2.3615095615386963,0.1810693740844726,229,864,21.764790773391724,38.88097906112671,11.732245206832886,151.60360956192017,0.0048801898956298
1000,milk,2,sparse,baseline3,26.865031719207764,33.68012857437134,13.807437658309937,16.373926401138306,29.629770755767822,5.093074798583984,0.0038783550262451,0.0219142436981201,0.0008878707885742,0.0086278915405273,0.7081995010375977,2.24289608001709,0.171382188796997,235,805,137.5621829032898,19.59473967552185,8.07976508140564,148.2521059513092,0.0044724941253662
1000,milk,2,sparse,baseline3,26.98264980316162,33.50621938705444,13.921393156051636,16.621626615524292,42.9905858039856,5.126382112503052,0.003650426864624,0.0165855884552001,0.0010015964508056,0.0106911659240722,0.7251968383789062,2.9067697525024414,0.1943106651306152,273,851,19.85136985778809,36.08027768135071,9.732346296310425,151.16750717163086,0.0040984153747558
1000,drill,1,sparse,baseline4,26.472020387649536,34.376097440719604,13.81637978553772,16.59172749519348,73.52086973190308,4.602619409561157,0.0030081272125244,0.0161073207855224,0.0007631778717041,0.0101673603057861,0.6883790493011475,1.2936148643493652,0.1425495147705078,179,808,35.4388222694397,42.09353685379028,13.470020294189451,205.6732511520385,0.0034623146057128
1000,drill,2,sparse,baseline4,26.884713411331177,33.99494934082031,13.828922986984251,16.674793004989624,75.05510926246643,4.623008728027344,0.0037939548492431,0.0193407535552978,0.0006942749023437,0.008657693862915,0.7362823486328125,1.7444758415222168,0.1717541217803955,168,1013,36.15550661087036,43.48621678352356,14.41259503364563,210.4288051128388,0.0042920112609863
1000,drill,3,sparse,baseline4,28.14280915260315,35.894593715667725,13.881826877593994,16.852230310440063,71.01687550544739,4.519311666488648,0.0024001598358154,0.0143055915832519,0.000568151473999,0.0042979717254638,0.6971900463104248,0.9428563117980956,0.1130845546722412,120,734,32.409666538238525,48.244181871414185,0.4203469753265381,194.2946639060974,0.0028173923492431
1000,muesli,1,sparse,baseline4,28.348076343536377,35.26652264595032,13.80899167060852,16.437954664230347,29.51535081863404,5.133882999420166,0.004429817199707,0.0354640483856201,0.0007820129394531,0.0108234882354736,0.6328175067901611,1.371654987335205,0.1058857440948486,266,481,33.48844385147095,41.252471685409546,12.637104034423828,159.4721040725708,0.0048799514770507
1000,muesli,2,sparse,baseline4,26.31350898742676,32.84094476699829,13.831324577331545,16.442859649658203,43.0461163520813,5.3681817054748535,0.0041983127593994,0.0188972949981689,0.0006897449493408,0.0205466747283935,0.6600203514099121,1.128100872039795,0.1029198169708252,237,488,24.14365243911743,40.64153838157654,17.204612493515015,165.1977310180664,0.004706859588623
1000,muesli,3,sparse,baseline4,28.301010847091675,35.15372610092163,13.76244068145752,16.569964170455933,35.84061312675476,5.6836793422698975,0.0044364929199218,0.0258777141571044,0.0007567405700683,0.0057747364044189,0.6735706329345703,0.9048957824707032,0.0875225067138671,162,516,49.11402082443237,41.79069948196411,12.832072257995604,182.13959336280823,0.0049116611480712
1000,pringles,1,sparse,baseline4,26.549238920211792,34.75961709022522,13.81562089920044,16.14016342163086,60.45383095741272,5.095979928970337,0.004014253616333,0.0273041725158691,0.0007269382476806,0.0109472274780273,0.7379624843597412,2.2536118030548096,0.1815416812896728,203,920,32.496049642562866,42.13977217674256,18.950788497924805,197.13249921798703,0.0049986839294433
1000,pringles,2,sparse,baseline4,28.686219930648804,36.270326137542725,13.818199634552002,16.70347833633423,59.66897940635681,5.082827091217041,0.0045039653778076,0.0204076766967773,0.0008015632629394,0.0065951347351074,0.6930458545684814,1.3240044116973877,0.135120153427124,122,910,60.82921814918518,49.19421911239624,0.42987060546875,213.676593542099,0.0049364566802978
1000,pringles,3,sparse,baseline4,28.64261269569397,35.89453363418579,13.962074756622314,16.456669569015503,71.23495411872864,5.01395058631897,0.0035202503204345,0.0313572883605957,0.0008316040039062,0.0115957260131835,0.6611950397491455,2.500178098678589,0.1702103614807129,235,837,37.74645113945007,41.5902783870697,17.268146276474,212.1416771411896,0.0039739608764648
1000,mustard,1,sparse,baseline4,26.5188570022583,33.64623665809631,13.791016578674316,16.412328243255615,52.02119946479797,4.583723783493042,0.0044233798980712,0.018932819366455,0.0005984306335449,0.0447814464569091,0.7357256412506104,1.1036930084228516,0.1459612846374511,98,1052,44.446500062942505,49.90257430076599,11.123337984085085,197.80165195465088,0.0049278736114501
1000,mustard,2,sparse,baseline4,28.25650215148925,36.262320041656494,13.874200582504272,16.960771560668945,59.38068151473999,4.46432375907898,0.0029444694519042,0.0121185779571533,0.0004498958587646,0.0052201747894287,0.7231745719909668,1.1361675262451172,0.1498565673828125,94,1114,26.694270849227905,49.04738163948059,0.4406046867370605,178.33561444282532,0.0033473968505859
1000,mustard,3,sparse,baseline4,28.01897025108337,35.74135375022888,13.818793296813965,16.579344034194946,60.65199780464173,4.708825349807739,0.0027470588684082,0.0207276344299316,0.0007281303405761,0.0028157234191894,0.723529577255249,0.7161459922790527,0.135711669921875,53,1201,28.226131439208984,48.19766306877136,19.895105123519897,199.03758144378665,0.0031545162200927
1000,milk,1,sparse,baseline4,27.90178751945496,34.88352632522583,13.813474416732788,16.452759504318237,33.526723861694336,5.183698177337647,0.0041897296905517,0.0356690883636474,0.0010802745819091,0.0069997310638427,0.6742138862609863,2.6256003379821777,0.1738975048065185,280,749,35.02880144119263,50.93534874916077,0.4165425300598144,163.51096320152283,0.0046601295471191
